name_attr;rating_attr;year_temp;watched_attr;year_attr;action_category;adventure_category;animation_category;children_category;comedy_category;crime_category;documentary_category;drama_category;fantasy_category;film_noir_category;horror_category;musical_category;mystery_category;romance_category;sci_fi_category;thriller_category;war_category;western_category;_no_genres_listed__category;imax_category
Two for the Money  2005 ;3.015625;2005;352;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Separate Lies  2005 ;3.3536585365853657;2005;82;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Fjorton suger  2004 ;2.75;2004;4;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Star Wreck  In the Pirkinning  2005 ;3.2033898305084745;2005;472;2005;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Evelyn Prentice  1934 ;3.5625;1934;8;1934;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Brokeback Mountain  2005 ;3.6920446364290855;2005;5556;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Blue Vinyl  2002 ;2.3333333333333335;2002;3;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Elizabethtown  2005 ;3.1180492251595258;2005;1097;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
North Country  2005 ;3.5860128617363345;2005;622;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Leila  1996 ;3.625;1996;16;1996;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Good Night  and Good Luck   2005 ;3.8238031914893615;2005;3760;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Li l Abner  1959 ;3.2777777777777777;1959;9;1959;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Dreamer  Inspired by a True Story  2005 ;3.5194174757281553;2005;206;2005;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Profession of Arms  The  Il mestiere delle armi   2001 ;3.0;2001;1;2001;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Detective Story  1951 ;3.534090909090909;1951;44;1951;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Proposition  The  2005 ;3.7646511627906976;2005;1075;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Gospel  The  2005 ;2.8;2005;20;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Dandelion  2004 ;3.18;2004;25;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
C S A  The Confederate States of America  2004 ;3.130081300813008;2004;123;2004;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Fog  The  2005 ;2.0766016713091924;2005;359;2005;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Loggerheads  2005 ;3.064516129032258;2005;31;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Left Behind  World at War  2005 ;2.0327868852459017;2005;61;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Protocols of Zion  2005 ;2.75;2005;26;2005;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Living  til the End  2005 ;3.25;2005;2;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Shopgirl  2005 ;3.3161290322580643;2005;775;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Kids in America  2005 ;3.3958333333333335;2005;24;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Where the Truth Lies  2005 ;3.2718631178707223;2005;263;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
After School Special  a k a  Barely Legal   2003 ;2.323529411764706;2003;68;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Emmanuel s Gift  2005 ;3.6875;2005;8;2005;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Stay  2005 ;3.4709302325581395;2005;602;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Confess  2005 ;2.75;2005;2;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Legend of Zorro  The  2005 ;3.079865016872891;2005;889;2005;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
God s Sandbox  Tahara   2002 ;1.875;2002;4;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
New York Doll  2005 ;3.58955223880597;2005;67;2005;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Weather Man  The  2005 ;3.2710843373493974;2005;1245;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Saw II  2005 ;3.0756127960116326;2005;2407;2005;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Prime  2005 ;3.161849710982659;2005;519;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
One Wonderful Sunday  Subarashiki nichiyobi   1947 ;3.5357142857142856;1947;14;1947;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Will Success Spoil Rock Hunter   1957 ;3.4;1957;30;1957;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Don t Move  Non ti muovere   2004 ;3.2142857142857144;2004;14;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3 Rooms of Melancholia  The  Melancholian 3 huonetta   2004 ;3.375;2004;8;2004;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Race for Your Life  Charlie Brown  1977 ;3.2888888888888888;1977;45;1977;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jerusalem  1996 ;3.1666666666666665;1996;3;1996;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Teorema  1968 ;3.3513513513513513;1968;37;1968;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Little Fish  2005 ;3.442622950819672;2005;61;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
American Pie Presents  Band Camp  American Pie 4  Band Camp   2005 ;2.526775320139697;2005;859;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champion  1949 ;3.888888888888889;1949;9;1949;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Requiem for a Vampire  Vierges et vampires   1971 ;2.625;1971;4;1971;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Life is a Miracle  Zivot je cudo   2004 ;3.746913580246914;2004;81;2004;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0
Tarzan the Ape Man  1932 ;3.176470588235294;1932;34;1932;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tarzan and His Mate  1934 ;3.027027027027027;1934;37;1934;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Midnight Lace  1960 ;3.3333333333333335;1960;9;1960;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Empire of the Wolves  L empire des loups   2005 ;3.0757575757575757;2005;33;2005;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Great Yokai War  The  Y kai daisens   2005 ;3.125;2005;12;2005;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Swindle  The  Bidone  Il   1955 ;3.473684210526316;1955;19;1955;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Mahogany  1975 ;2.7857142857142856;1975;7;1975;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Nordkraft  2005 ;3.0833333333333335;2005;6;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Manderlay  2005 ;3.7277486910994764;2005;382;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Week End in Havana  1941 ;3.6666666666666665;1941;3;1941;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Nine Lives  2005 ;3.5939226519337018;2005;181;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
South Central  1992 ;3.0689655172413794;1992;29;1992;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Damnation Alley  1977 ;2.9285714285714284;1977;14;1977;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0
Bridges at Toko Ri  The  1954 ;3.5972222222222223;1954;36;1954;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
Love on the Run  Amour en fuite  L   1979 ;3.176470588235294;1979;17;1979;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Duck Season  Temporada de patos   2004 ;3.3555555555555556;2004;90;2004;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aprile  1998 ;3.7142857142857144;1998;7;1998;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adventures of Prince Achmed  The  Abenteuer des Prinzen Achmed  Die   1926 ;3.6447368421052633;1926;38;1926;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Gore Gore Girls  The  1972 ;2.0;1972;5;1972;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Revolver  2005 ;3.37546468401487;2005;538;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Wild Zero  2000 ;3.6527777777777777;2000;36;2000;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
Everything Put Together  2000 ;3.5;2000;1;2000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Jarhead  2005 ;3.4867760294609975;2005;2987;2005;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Siblings  2004 ;3.0;2004;1;2004;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy Guests  Ha Ushpizin   2004 ;3.6315789473684212;2004;57;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Chicken Little  2005 ;2.904255319148936;2005;987;2005;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Romance   Cigarettes  2005 ;2.864406779661017;2005;59;2005;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Al otro lado  2004 ;5.0;2004;1;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Dead Man s Shoes  2004 ;3.8456057007125892;2004;421;2004;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Joyeux No l  Merry Christmas   2005 ;3.816279069767442;2005;430;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Count Dracula  Nachts  wenn Dracula erwacht   1970 ;2.2222222222222223;1970;9;1970;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Brides of Dracula  1960 ;3.6;1960;5;1960;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Stratton Story  The  1949 ;3.2;1949;10;1949;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
House That Dripped Blood  The  1971 ;2.7142857142857144;1971;7;1971;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Island of the Burning Damned  Night of the Big Heat   1967 ;3.0;1967;1;1967;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
Gorgon  The  1964 ;3.3;1964;5;1964;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0
Night of the Lepus  1972 ;2.2857142857142856;1972;14;1972;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
Match Factory Girl  The  Tulitikkutehtaan tytt   1990 ;3.628205128205128;1990;117;1990;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Zombie and the Ghost Train  Zombie ja Kummitusjuna   1991 ;3.4565217391304346;1991;23;1991;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Highball  1997 ;2.75;1997;4;1997;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Get Rich or Die Tryin   2005 ;2.891156462585034;2005;147;2005;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sword of the Beast  Kedamono no ken   1965 ;3.8;1965;10;1965;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Just Friends  2005 ;3.09748427672956;2005;636;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Syriana  2005 ;3.574150360453141;2005;2913;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Calamari Union  1985 ;3.4716981132075473;1985;106;1985;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Best Intentions  The  Den goda viljan   1992 ;3.75;1992;12;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Bohemian Life  The  La vie de boh me   1992 ;3.5416666666666665;1992;36;1992;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
One Way Ticket to Mombasa  Menolippu Mombasaan   2002 ;2.823529411764706;2002;17;2002;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Derailed  2005 ;3.182648401826484;2005;657;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Creep  2004 ;2.721052631578947;2004;95;2004;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Pride   Prejudice  2005 ;3.8681569343065694;2005;3288;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Keep Your Distance  2005 ;1.5;2005;2;2005;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Edison Force  a k a  Edison   2005 ;2.8958333333333335;2005;24;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Babylon 5;3.8660714285714284;;56;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Hi Life  1998 ;2.0;1998;1;1998;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Wolf Creek  2005 ;3.0205078125;2005;512;2005;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
Descent  The  2005 ;3.472957084068195;2005;1701;2005;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
Summer Interlude  Sommarlek   1951 ;3.642857142857143;1951;14;1951;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Takeshis   2005 ;3.0945945945945947;2005;37;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Forty Guns  1957 ;3.675;1957;20;1957;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Harry Potter and the Goblet of Fire  2005 ;3.7234557932983448;2005;9908;2005;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1
Dinner with Friends  2001 ;2.911290322580645;2001;62;2001;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Walk the Line  2005 ;3.83058678576929;2005;6493;2005;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Rent  2005 ;3.4268142681426816;2005;813;2005;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Story of Floating Weeds  A  Ukikusa monogatari   1934 ;3.607142857142857;1934;28;1934;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
My Mother s Smile  a k a  The Religion Hour   L ora di religione   Il sorriso di mia madre   2002 ;3.3;2002;5;2002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Fists in the Pocket  Pugni in tasca  I   1965 ;3.625;1965;16;1965;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Zathura  2005 ;3.073343848580442;2005;634;2005;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C R A Z Y   2005 ;3.9034653465346536;2005;606;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Lonesome Jim  2005 ;3.0544554455445545;2005;101;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Our Vines Have Tender Grapes  1945 ;3.7142857142857144;1945;7;1945;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sarah Silverman  Jesus Is Magic  2005 ;3.3097560975609754;2005;410;2005;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bee Season  2005 ;2.935114503816794;2005;131;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Breakfast on Pluto  2005 ;3.56957928802589;2005;309;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ice Harvest  The  2005 ;3.1107843137254902;2005;510;2005;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Yours  Mine and Ours  2005 ;2.8393574297188753;2005;249;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
In the Mix  2005 ;2.1363636363636362;2005;22;2005;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Libertine  The  2004 ;3.0223713646532437;2004;447;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
First Descent  2005 ;3.1;2005;15;2005;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Wild Geese  The  1978 ;3.235294117647059;1978;85;1978;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Hondo  1953 ;3.3434343434343434;1953;99;1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bird with the Crystal Plumage  The  Uccello dalle piume di cristallo  L   1970 ;3.3877551020408165;1970;147;1970;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Good Woman  A  2004 ;3.3464566929133857;2004;127;2004;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Gate of Flesh  Nikutai no mon   1964 ;3.5;1964;10;1964;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Brides  Nyfes   2004 ;3.388888888888889;2004;9;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Evil of Frankenstein  The  1964 ;2.642857142857143;1964;7;1964;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Clockmaker of St  Paul  The  L horloger de Saint Paul   1974 ;3.125;1974;4;1974;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Welcome to the Roses  Bienvenue chez les Rozes   2003 ;3.75;2003;4;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Driver  The  1978 ;3.4876543209876543;1978;81;1978;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Mondovino  2004 ;2.7142857142857144;2004;7;2004;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Sounder  1972 ;3.7357723577235773;1972;123;1972;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Match Point  2005 ;3.739453357100416;2005;3366;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Nazarin  Nazar n   1959 ;3.7738095238095237;1959;42;1959;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Ziegfeld Follies  1945 ;3.1666666666666665;1945;3;1945;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lorna  1964 ;3.0;1964;5;1964;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Deep  The  1977 ;2.9705882352941178;1977;102;1977;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Dying Gaul  The  2005 ;3.0636363636363635;2005;55;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
After Innocence  2005 ;3.642857142857143;2005;7;2005;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Citadel  The  1938 ;3.3333333333333335;1938;9;1938;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Beyond the Gates of Splendor  2002 ;3.375;2002;4;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Southern Yankee  A  1948 ;3.25;1948;2;1948;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Paradise Now  2005 ;3.739637305699482;2005;386;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
Kid   I  The  2005 ;2.35;2005;10;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chronicles of Narnia  The Lion  the Witch and the Wardrobe  The  2005 ;3.4788385826771653;2005;7112;2005;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
King Kong  2005 ;3.3467332282361184;2005;5709;2005;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0
Memoirs of a Geisha  2005 ;3.618781725888325;2005;1970;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Family Stone  The  2005 ;3.2239422084623324;2005;969;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Promise  The  Wu ji   2005 ;2.8780487804878048;2005;82;2005;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Kiss of Death  1947 ;3.417525773195876;1947;97;1947;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Where Were You When the Lights Went Out   1968 ;3.0;1968;1;1968;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Balseros  Cuban Rafters   2002 ;4.0;2002;1;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Havoc  2005 ;2.830246913580247;2005;162;2005;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Samurai Rebellion  J i uchi  Hairy  tsuma shimatsu   1967 ;3.9304347826086956;1967;115;1967;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Dog Nail Clipper  Koirankynnenleikkaaja   2004 ;2.78125;2004;16;2004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Mother India  1957 ;3.45;1957;10;1957;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Cowards Bend the Knee  a k a  The Blue Hands   2003 ;3.4642857142857144;2003;14;2003;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Generation  A  Pokolenie   1955 ;4.05;1955;10;1955;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Ivan the Terrible  Part Two  Ivan Groznyy II  Boyarsky zagovor   1958 ;3.6444444444444444;1958;45;1958;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Shaft  The  a k a  Down   2001 ;2.5;2001;3;2001;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
Loveless  The  Breakdown   1981 ;3.5;1981;3;1981;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Room for Romeo Brass  A  1999 ;3.7549019607843137;1999;51;1999;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Dona Flor and Her Two Husbands  Dona Flor e Seus Dois Maridos   1976 ;3.3823529411764706;1976;17;1976;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Matador  The  2005 ;3.4506726457399104;2005;1115;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Look Both Ways  2005 ;3.598901098901099;2005;91;2005;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Wal Mart  The High Cost of Low Price  2005 ;3.4649122807017543;2005;171;2005;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
7 Seconds  2005 ;2.763157894736842;2005;19;2005;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
8 Million Ways to Die  1986 ;3.027027027027027;1986;37;1986;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Beyond the Forest  1949 ;3.375;1949;4;1949;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
Phffft  1954 ;2.7;1954;5;1954;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Mozart and the Whale  2005 ;3.490740740740741;2005;108;2005;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Organization  The  1971 ;3.111111111111111;1971;9;1971;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Cinderella Liberty  1973 ;3.3461538461538463;1973;13;1973;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Knute Rockne All American  1940 ;3.0714285714285716;1940;7;1940;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Scene at the Sea  A  Ano natsu  ichiban shizukana umi   1991 ;3.5384615384615383;1991;26;1991;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Birdcage Inn  Paran daemun   1998 ;2.6;1998;5;1998;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Real Fiction  Shilje sanghwang   2000 ;3.0;2000;3;2000;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Address Unknown  Suchwiin bulmyeong   2001 ;3.3;2001;10;2001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Don t Look Now  We re Being Shot At  La grande vadrouille   1966 ;3.7884615384615383;1966;26;1966;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
They Died with Their Boots On  1941 ;3.303030303030303;1941;66;1941;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0
Three Burials of Melquiades Estrada  The  2006 ;3.692970822281167;2006;754;2006;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
House of Strangers  1949 ;3.5833333333333335;1949;6;1949;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Lili  1953 ;3.6363636363636362;1953;11;1953;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
